sentence	start	end	text_name	words	chars
Eikä hän pelkää niitä paljainkaan jaloin.	211001	211042	lehtonen1910a	5	41
Eikä hän silloin joutaisi kotiinkaan heinäntekoon.	360692	360742	lehtonen1910a	5	50
Eikä hän sitä ole salannutkaan ihmisiltä.	321270	321311	lehtonen1910a	5	41
Eikä hän sitä vatia siellä odottanut.	734139	734176	lehtonen1910a	5	37
Eikä hän usein pääsekään.	48524	48549	lehtonen1910a	3	25
Eikä häneltä suinkaan udella.	655276	655305	lehtonen1910a	3	29
Eikä itku tahtonut salpautuakaan.	113076	113109	pakkala1895a	3	33
Eikä itse niitä viljele, antaa metsittyä.	453166	453207	lehtonen1910a	5	41
Eikä John tullut häntä katsomaan.	132169	132202	canth1886a	4	33
Eikä Käkriäisen Juutasta siepattu kiinni.	94827	94868	lehtonen1910a	4	41
Eikä kiroilekaan.	547832	547849	lehtonen1910a	1	17
Eikä kukaan häntä auta.	745333	745356	lehtonen1910a	3	23
Eikä kukaan mitään epäillyt.	67214	67242	jarnefelt1913a	3	28
Eikä kuule kanan laulua.	19445	19469	lehtonen1910a	3	24
Eikä Leja ole ruvennut valhettelemaan.	236450	236488	lehtonen1910a	4	38
Eikä minua nukuta lainkaan.	182281	182308	canth1886a	3	27
Eikä ne olisi auttaneet.	238874	238898	canth1886a	3	24
Eikä neiti antanutkaan itseään houkutella.	549277	549319	lehtonen1910a	4	42
Eikä ollut paljon hihojakaan.	249577	249606	lehtonen1910a	3	29
Eikä oppilaskaan, vaan kuitenkin tuo farmaseutti.	277662	277711	lehtonen1910a	5	49
Eikä pelasta kukaan.	232987	233007	canth1886a	2	20
Eikä pidä hätäillä.	195875	195894	lehtonen1910a	2	19
Eikä Rosinalla ole nytkään rahaa.	109035	109068	lehtonen1910a	4	33
Eikä se ole.	65007	65019	lehtonen1910a	2	12
Eikä se olekaan siellä.	306774	306797	lehtonen1910a	3	23
Eikä se tohtorin juomilla, sellainen.	714744	714781	lehtonen1910a	4	37
Eikä se yrittänytkään.	429280	429302	lehtonen1910a	2	22
Eikä siitä matkasta tahtonut mitään tulla.	56859	56901	lehtonen1910a	5	42
Eikä siitä niin kauan tuntunut olevankaan.	127974	128016	pakkala1895a	5	42
Eikä tänne hevillä teitä saataisikaan.	782245	782283	lehtonen1910a	4	38
Eikä tuo tosiaan vielä väsytäkään.	372514	372548	lehtonen1910a	4	34
Eikä varsinkaan se teräväsilmäinen neiti.	638553	638594	lehtonen1910a	4	41
Eikä vastaa Svean kysymyksiin.	361073	361103	lehtonen1910a	3	30
Eikä viitsi ottaa lakkiakaan päästänsä.	49536	49575	lehtonen1910a	4	39
Eikä Ville voinut itseäänkään vakuuttaa.	15072	15112	pakkala1895a	4	40
Eikähän Ananiaksella olekaan pyssyä.	795903	795939	lehtonen1910a	3	36
Eikähän minusta ollut häntä opettamaan.	779399	779438	lehtonen1910a	4	39
Eikähän se aivan ainoa syy ollutkaan.	156377	156414	canth1886a	5	37
Eikähän se kaikille uskallakaan.	448236	448268	lehtonen1910a	3	32
Eikö hänen olisi sittenkään pitänyt tuomita?	46318	46362	jarnefelt1913a	5	44
Eikö ihminenkin hetkinään liiku rajattomana?	90404	90448	kilpi1903a	4	44
Eikö ihmisessäkin ole rajaton elämä?	90367	90403	kilpi1903a	4	36
Eikö niille kukaan siitä mahda mitään?	735916	735954	lehtonen1910a	5	38
Eikö nyt enää Zolakaan ole rauhoitettu.	141444	141483	canth1886a	5	39
Eikö ole kassaraa?	566602	566620	lehtonen1910a	2	18
Eikö ole yhdentekevää milloin?	152535	152565	jarnefelt1913a	3	30
Eikö ottanut hovilaisten härästä?	427105	427138	lehtonen1910a	3	33
Eikö saa olla vielä teetä?	108154	108180	jarnefelt1913a	4	26
Eikö se Juutas sieltä jo tule?	73408	73438	lehtonen1910a	5	30
Eikö se merkitse jag fånades?	160973	161002	jarnefelt1916a	4	29
Eikö se muka nytkään tahtoisi.	427157	427187	lehtonen1910a	4	30
Eikö se ole ätläkkää syödä, sellainen?	602810	602848	lehtonen1910a	5	38
Eikö se pömpötti herkeä pörisemästä?	210416	210452	lehtonen1910a	4	36
Eikö se siellä ollut?	155274	155295	lehtonen1910a	3	21
Eikö sillä ollut se keltainen hännänpää?	212070	212110	lehtonen1910a	5	40
Eikö sinun nauriisi ole edellä?	409695	409726	lehtonen1910a	4	31
Eikö sitä olisi veden kantamista saunaan?	645062	645103	lehtonen1910a	5	41
Eikö sitten ole vanha?	784639	784661	lehtonen1910a	3	22
Eikö teitä inhota ulkokultaiset pappilanneidit?	228720	228767	jarnefelt1916a	4	47
Eikö voisi keittää niistä jauhoista?	310172	310208	lehtonen1910a	4	36
Eiköhän tulisi hätä niinkuin kesälläkin.	4744	4784	pakkala1895a	4	40
Eikös Ananiaskin tule saunaan?	694533	694563	lehtonen1910a	3	30
Eikös noista nyt saa kalua millään.	515337	515372	lehtonen1910a	5	35
Eikös se nyt nuku?	520630	520648	lehtonen1910a	3	18
Eikös se uni nyt tule?	520939	520961	lehtonen1910a	4	22
Eikös sekin jo savua tupruttele?	555751	555783	lehtonen1910a	4	32
Eikös tunkeutunut tänäkin kesänä tänne, Muttinen.	545653	545702	lehtonen1910a	5	49
Eipä enää kymmeniin vuosiin.	321312	321340	lehtonen1910a	3	28
Eipä mahdukaan hänen hattunsa ovesta.	598042	598079	lehtonen1910a	4	37
Eipä Saara niistä terveisistä välittänyt.	570654	570695	lehtonen1910a	4	41
Eivät Hamsunia, sanahumpuukin sumua silmille.	766929	766974	lehtonen1910a	4	45
Eivät he lopulta ymmärtäneet toisiaan.	589457	589495	lehtonen1910a	4	38
Eivät he paljoa tiedä eivätkä taida.	782615	782651	lehtonen1910a	5	36
Eivät ihmiset unohda.	391761	391782	lehtonen1910a	2	21
Eivät kaikki olleet sentään hylänneet meitä.	146142	146186	jarnefelt1916a	5	44
Eivät ne ole heinänteossa.	384949	384975	lehtonen1910a	3	26
Eivät ne taida kuulua niityltäkään.	318969	319004	lehtonen1910a	4	35
Eivät ota.	234037	234047	lehtonen1910a	1	10
Eivät vai?	712821	712831	lehtonen1910a	1	10
Eiväthän nämä sellaisesta vähäisestä kävelystä kuluneet.	134631	134687	lehtonen1910a	5	56
Eivätkä aivoni humallu edes parhaasta malagasta.	781210	781258	lehtonen1910a	5	48
Eivätkä he raja-aidoista välitäkään.	607399	607435	lehtonen1910a	3	36
Eivätkä kaalit täytä mahaa.	207894	207921	lehtonen1910a	3	27
Eivätkä ne vieraat olleetkaan hänelle tuttuja.	343655	343701	lehtonen1910a	5	46
Eivätkä sitä akat saakaan kiinni.	525280	525313	lehtonen1910a	4	33
Eivätkä sormet soutaessa avaudu, eivät sulkeudu.	179112	179160	lehtonen1910a	5	48
Eksyy jotenkin toisista.	97796	97820	pakkala1895a	2	24
Elämä alkoi vaatia omaansa.	206251	206278	lassila1910a	3	27
Elämä oli tässä meidän toveruutemme uhmassa.	58620	58664	jarnefelt1913a	5	44
Elämä, ulkopuolinen, kolea hantela elämä?	75778	75819	kilpi1903a	4	41
Elämänijän?	184556	184567	canth1886a	0	11
Eläviä käärmeitä.	255768	255785	lehtonen1910a	1	17
Elettävähän senkin oli.	333083	333106	lehtonen1910a	2	23
Ella, näet, oli hänen lempilapsensa.	128823	128859	canth1886a	4	36
Ellen erehdy, häntä melkein nukutti.	42823	42859	jarnefelt1916a	4	36
Eloviljoistahan kaikki elävät.	2505	2535	jarnefelt1916a	2	30
Elsa ei osannut selittää.	39103	39128	pakkala1895a	3	25
Elsa istui ikkunan ääressä katsellen ulos.	38542	38584	pakkala1895a	5	42
Elsasta tuntui, että se murisi.	43605	43636	pakkala1895a	4	31
Elukkeet halkeavat ja kuolevat.	344688	344719	lehtonen1910a	3	31
Emännät puhuivat välillä kehruuksista.	9697	9735	lassila1910a	3	38
Emännöitsijä lähettikin moottorin kaupunkiin.	348281	348326	lehtonen1910a	3	45
Emännöitsijä on myöskin joutunut paikalle.	363251	363293	lehtonen1910a	4	42
Emännöitsijä touhusi karjapihalla.	348443	348477	lehtonen1910a	2	34
Emme olleet kumpikaan.	292887	292909	jarnefelt1916a	2	22
En huolinut heitä herättää.	212726	212753	lehtonen1910a	3	27
En jaksa enää.	154018	154032	jarnefelt1913a	2	14
En käsitä mitään.	175777	175794	canth1886a	2	17
En minä ilmaise, olkaa huoletta.	110325	110357	jarnefelt1913a	4	32
En ole koskaan voinut olla toimetonna.	31021	31059	jarnefelt1913a	5	38
En ole tehnyt.	227363	227377	lehtonen1910a	2	14
En olisi voinut aavistaa.	92220	92245	jarnefelt1916a	3	25
En pakosta, vaan ihmisen vapaasta tahdosta.	776605	776648	lehtonen1910a	5	43
En präktig författarinna.	97813	97838	jarnefelt1913a	2	25
En rupea.	311521	311530	lehtonen1910a	1	9
En saanut häntä parhaillakaan pyynnöillä istahtamaan.	34139	34192	jarnefelt1916a	5	53
En tahtonut ollenkaan selviytyä.	273130	273162	jarnefelt1916a	3	32
En tiedä.	784817	784826	lehtonen1910a	1	9
En tiedä.	18682	18691	jarnefelt1913a	1	9
En tiennyt purskahtaako nauruun vai vihastua.	227158	227203	jarnefelt1916a	5	45
En tuota nyt satu muistamaan.	355107	355136	lehtonen1910a	4	29
En uskaltanut jatkaa.	44435	44456	jarnefelt1916a	2	21
En usko.	172925	172933	jarnefelt1916a	1	8
En vaikka tarjoaisivat mitä.	461246	461274	lehtonen1910a	3	28
En voi korviani, en silmiäni uskoa.	185571	185606	jarnefelt1916a	5	35
En voinut lukea etemmäs.	123851	123875	jarnefelt1916a	3	24
Enempää ei Rosina tahtonut kuulla.	742340	742374	lehtonen1910a	4	34
Enimmin kuitenkin painoi se Vatasen naimisasia.	276359	276406	lassila1910a	5	47
Enkä minä heistä sen enempää.	213428	213457	lehtonen1910a	4	29
Enkö enää saa lohduttaakaan, ajattelin.	287339	287378	jarnefelt1916a	4	39
Enkö ole sitä sanonut.	36453	36475	jarnefelt1913a	3	22
Ennen kuolema ja kurjuus.	506513	506538	lehtonen1910a	3	25
Ennen siitä sai.	633765	633781	lehtonen1910a	2	16
Ennustusko se oli vai mikä?	51186	51213	canth1886a	4	27
Ensi katsauksesta, ensi kädenlyömästä sen tunsin.	13548	13597	jarnefelt1913a	5	49
Ensi kirjeessä koetan korjata ajattelemattomuuteni.	163473	163524	jarnefelt1916a	4	51
Ensi silmäyksellä hän käsitti asian laidan.	79389	79432	canth1886a	5	43
Ensiksikin hän kertoo asian juurtajaksaen.	168690	168732	lassila1910a	4	42
Ensiksikin välttämättä kaunis.	113280	113310	canth1886a	2	30
Ensimmäiselle miehelle sai kolme lasta.	296923	296962	lehtonen1910a	4	39
Ensin kertoi siitä helpottaakseen mieltään.	321366	321409	lehtonen1910a	4	43
Ensin näytti niin ruskealta ja pieneltä.	174341	174381	lehtonen1910a	5	40
Ensin papin luokse, sitten lääkärin.	78876	78912	canth1886a	4	36
Ensin se murisi siitäkin, takavuosina.	690706	690744	lehtonen1910a	4	38
Ensin toisella etujalallani, sitten toisellakin.	126014	126062	jarnefelt1913a	4	48
Ensin tuntui tuo renkutus hirmuisen typerältä.	56610	56656	jarnefelt1913a	5	46
Entä ihmisiä.	506889	506902	lehtonen1910a	1	13
Entä kun nyt harjoittelisit, muruseni, siihen.	178595	178641	canth1886a	5	46
Entä sisämaa?	3775	3788	lehtonen1910a	1	13
Entä tuo punastuminen?	119433	119455	jarnefelt1916a	2	22
Entäpä Juutaksen isot ja latuskaiset jalkaterät?	369477	369525	lehtonen1910a	5	48
Entäs junttapiimää?	280779	280798	lehtonen1910a	1	19
Entäs juutalaisen piritystä?	280585	280613	lehtonen1910a	2	28
Entäs kirpun siemeniä?	280683	280705	lehtonen1910a	2	22
Entäs krepkoita votkaa?	280819	280842	lehtonen1910a	2	23
Entäs kurkmeijaa?	280665	280682	lehtonen1910a	1	17
Entäs Topi, ja Saara?	76157	76178	lehtonen1910a	3	21
Entäs Topi?	204304	204315	lehtonen1910a	1	11
Epäävän vastauksen hän sai.	22697	22724	canth1886a	3	27
Epätoivon vallassa.	296775	296794	lehtonen1910a	1	19
Erämaa kuistin ympärillä tumma.	760496	760527	lehtonen1910a	3	31
Erehdys.	138665	138673	jarnefelt1916a	0	8
Ester auttaa Repekan sinne.	235852	235879	lehtonen1910a	3	27
Ester jää paljasmahaisen Repekan taluttajaksi.	398942	398988	lehtonen1910a	4	46
Ester pitää häntä lattialta käsin kiinni.	515677	515718	lehtonen1910a	5	41
Ester tulee Jopin luokse siivosti.	434185	434219	lehtonen1910a	4	34
Ester tulee repaleisessa mekossaan.	553913	553948	lehtonen1910a	3	35
Et rupea?	488713	488722	lehtonen1910a	1	9
Et sinä tiedäkään.	217317	217335	lehtonen1910a	2	18
Et usko kuinka yhteinen työ ystävystyttää.	273777	273819	jarnefelt1916a	5	42
Eteenpäin käveli; tie tuntui tavallista pitemmältä.	16760	16811	canth1886a	5	51
Ethän aio ajaa heitä pois?	781474	781500	lehtonen1910a	4	26
Ethän?	767486	767492	lehtonen1910a	0	6
Etkö mene?	82750	82760	lehtonen1910a	1	10
Etkö muka mene?	83303	83318	lehtonen1910a	2	15
Etkö näytä sitä vieläkään?	763746	763772	lehtonen1910a	3	26
Etkö voi hymähtää?	157972	157990	jarnefelt1913a	2	18
Etkös sinä?	517291	517302	lehtonen1910a	1	11
Että maailma on pallo.	359443	359465	lehtonen1910a	3	22
Että saadaan paistaa leivät.	522072	522100	lehtonen1910a	3	28
Että saisi olla rauhassa, yksin.	112564	112596	lehtonen1910a	4	32
Että saisimme olla ja syödä rauhassa.	597828	597865	lehtonen1910a	5	37
Että toivomukseni saivat pitkän nenän.	772882	772920	lehtonen1910a	4	38
Että vaan kaikki näkisivät, välttämättä kaikki.	11527	11574	jarnefelt1913a	5	47
Ette jaksaneet.	148819	148834	jarnefelt1913a	1	15
Ettehän te niitä tahallanne meille?	357382	357417	lehtonen1910a	4	35
Ettei hän vaan menettäisi järkeään.	57549	57584	canth1886a	4	35
Etteivät ne tapata vielä muitakin lehmiä.	377847	377888	lehtonen1910a	5	41
Ettekö tunne?	140226	140239	canth1886a	1	13
Evästän hänet Muttisen luokse.	493409	493439	lehtonen1910a	3	30
Forsman oli ällistynyt.	152147	152170	lassila1910a	2	23
Fsjoravno, nu?	104789	104803	jarnefelt1913a	1	14
God afton, god afton, söta du.	93623	93653	jarnefelt1913a	5	30
Häähame on hänellä parhaana.	489169	489197	lehtonen1910a	3	28
Haastatko sinä hänet käräjiin?	767493	767523	lehtonen1910a	3	30
Haha, kolmisormen linjamenttiä.	279627	279658	lehtonen1910a	2	31
Hähhäh.	488723	488730	lehtonen1910a	0	7
Hähhäh.	701931	701938	lehtonen1910a	0	7
Häilyy sinuna, Endymion.	33437	33461	kilpi1903a	2	24
Haisevansakin Käkriäinen siinä hiukan huomaa.	361534	361579	lehtonen1910a	4	45
Haisteli.	627651	627660	lehtonen1910a	0	9
Hajallaan kuin eksyneet lampaat.	534059	534091	lehtonen1910a	3	32
Häkääkö?	693579	693587	lehtonen1910a	0	8
Hakekoon, joka on avaintansa vailla.	2025	2061	jarnefelt1916a	4	36
Hälisten kaikuvat menevien äänet tuvan takaa.	206453	206498	lehtonen1910a	5	45
Halkaissut se oli säkin.	426127	426151	lehtonen1910a	3	24
Hän aikoi vetää häntä luokseen.	130809	130840	canth1886a	4	31
Hän aivan julmistui, saadakseen voiton.	233072	233111	lassila1910a	4	39
Hän aivan kuin jähmistyi.	52638	52663	pakkala1895a	3	25
Hän ajattelee pääskysenhattuja.	319659	319690	lehtonen1910a	2	31
Hän ajattelee, että linnaanhan tällaisesta joutuu.	507616	507666	lehtonen1910a	5	50
Hän ajattelee.	474472	474486	lehtonen1910a	1	14
Hän ajatteli raha-asioitaan.	185108	185136	canth1886a	2	28
Hän alkaa jo tulla.	570346	570365	lehtonen1910a	3	19
Hän alkoi taas jatkaa kuulustelua.	240318	240352	lassila1910a	4	34
Hän ärjyy.	504854	504864	lehtonen1910a	1	10
Hän avasi varovasti kouransa.	33066	33095	pakkala1895a	3	29
Hän ei kuin rehlehtieraamaan naapureilta viinaa.	751691	751739	lehtonen1910a	5	48
Hän ei laskenut sitä menemään enää.	123654	123689	pakkala1895a	5	35
Hän ei mene sisään koko iltana.	4330	4361	pakkala1895a	5	31
Hän ei oikein usko silmiään.	553266	553294	lehtonen1910a	4	28
Hän ei olisi tahtonut mennä edemmäksi.	113158	113196	pakkala1895a	5	38
Hän ei ollut uskonnollinen.	126330	126357	jarnefelt1916a	3	27
Hän ei osannut selittää.	23434	23458	jarnefelt1913a	3	24
Hän ei puhu juuri koskaan.	304660	304686	lehtonen1910a	4	26
Hän ei ruvennut yrittämäänkään.	50391	50422	jarnefelt1916a	3	31
Hän ei sitä voinut synniksi ymmärtää.	46260	46297	pakkala1895a	5	37
Hän ei suuttunut vähääkään.	113506	113533	jarnefelt1916a	3	27
Hän ei tiennyt enää mitään.	211769	211796	canth1886a	4	27
Hän ei todella niitä oikein kuulekaan.	361104	361142	lehtonen1910a	5	38
Hän ei uskaltanut katsoakaan sitä.	103087	103121	pakkala1895a	4	34
Hän ei uskonut semmoiseen.	16332	16358	jarnefelt1913a	3	26
Hän hakkasi kuin kaskea.	288890	288914	lassila1910a	3	24
Hän häpesi niin, että itki.	6902	6929	pakkala1895a	4	27
Hän harppailee kiireesti miesten aitan luokse.	104375	104421	lehtonen1910a	5	46
Hän hourailee.	115338	115352	jarnefelt1913a	1	14
Hän huokaisee pihalla.	685927	685949	lehtonen1910a	2	22
Hän huokaisee.	54065	54079	lehtonen1910a	1	14
Hän huudahti, että herroja tulee.	547003	547036	lehtonen1910a	4	33
Hän huusikin ihan uhkaavasti.	160836	160865	lassila1910a	3	29
Hän hymyilee vain.	564518	564536	lehtonen1910a	2	18
Hän hyppäsi siihen.	120684	120703	pakkala1895a	2	19
Hän hyssytteli ja koputti ruutua.	168073	168106	canth1886a	4	33
Hän ilahtui siitä ja ihastuksissaan äänsi.	121151	121193	pakkala1895a	5	42
Hän istuu niityllä leppien siimeksessä.	229080	229119	lehtonen1910a	4	39
Hän istuu siinä melkoisen kauan.	388720	388752	lehtonen1910a	4	32
Hän itki paljon katkerammin.	112979	113007	pakkala1895a	3	28
Hän jää varmuuden vuoksi hiukan loitommalle.	528027	528071	lehtonen1910a	5	44
Hän jatkoi työtään otsa hiessä.	270052	270083	lassila1910a	4	31
Hän jätti kätkyen ja juoksi nykäisemään.	32935	32975	canth1886a	5	40
Hän jätti Saaran vuorelle istumaan.	571374	571409	lehtonen1910a	4	35
Hän juoksee takaisin jyrkälle rinteelle.	383358	383398	lehtonen1910a	4	40
Hän juoksee.	262346	262358	lehtonen1910a	1	12
Hän juttelee yhtä ja toista.	696288	696316	lehtonen1910a	4	28
Hän juuttuu tähän rannalle, kunnes saa.	167582	167621	lehtonen1910a	5	39
Hän kääntyi kuuntelemaan toisten puhetta.	114100	114141	canth1886a	4	41
Hän kääntyy selin Maunoon.	484447	484473	lehtonen1910a	3	26
Hän kaatui kasvoilleen, ja kirosi hiljaa.	173155	173196	lehtonen1910a	5	41
Hän kait se oli.	24561	24577	canth1886a	3	16
Hän katoaa sisälle kodan ovesta.	81853	81885	lehtonen1910a	4	32
Hän katsahti nopeasti pukuansa.	58246	58277	lassila1910a	3	31
Hän katselee äitinsä hommia.	155495	155523	lehtonen1910a	3	28
Hän katselee hetken.	182118	182138	lehtonen1910a	2	20
Hän katselee hymyillen neitiin.	764368	764399	lehtonen1910a	3	31
Hän katselee maahan.	279880	279900	lehtonen1910a	2	20
Hän katselee Muttiseen niin palavasti.	556348	556386	lehtonen1910a	4	38
Hän katselee vilkkaasti taakseen.	234877	234910	lehtonen1910a	3	33
Hän katseli sitä mietteissään.	38668	38698	pakkala1895a	3	30
Hän katseli ympärilleen.	132622	132646	canth1886a	2	24
Hän katsoi ja näki Sarkkisen tädin.	125158	125193	pakkala1895a	5	35
Hän katsoi syrjään ja oli pahoillaan.	117283	117320	canth1886a	5	37
Hän katsoo säkkiin, ja alkaa ärjyä.	383180	383215	lehtonen1910a	5	35
Hän käypi joka päivä kotona.	116466	116494	pakkala1895a	4	28
Hän kerää sekä kypsiä että raakiloita.	316580	316618	lehtonen1910a	5	38
Hän kierteli ja kaarteli.	94309	94334	lassila1910a	3	25
Hän kiipeili niiden rintuuksia.	126059	126090	pakkala1895a	3	31
Hän kiukkuaa kahvia.	441372	441392	lehtonen1910a	2	20
Hän koettaa, koettaa.	119946	119967	lehtonen1910a	2	21
Hän koetti katsoa tuiskuiko siellä nyt.	126295	126334	pakkala1895a	5	39
Hän koetti rukoilla.	54962	54982	canth1886a	2	20
Hän kumartuu nyt niitä poimimaan.	316457	316490	lehtonen1910a	4	33
Hän kun ei ollut korjannut rakennuksiaan.	619770	619811	lehtonen1910a	5	41
Hän kun pitää sinusta niin paljon.	191252	191286	canth1886a	5	34
Hän kurkisti vyöliinan laidan alta.	34576	34611	pakkala1895a	4	35
Hän kuulee jotakin.	154451	154470	lehtonen1910a	2	19
Hän kuuntelee ja kuuntelee.	123479	123506	jarnefelt1913a	3	27
Hän kuunteli, sanoiko hänen suunsa mitään.	61361	61403	pakkala1895a	5	42
Hän kylpi aamupuolelle yötä.	289702	289730	lassila1910a	3	28
Hän kyselee, mitä tänne kuuluu, Putkinotkoon.	627052	627097	lehtonen1910a	5	45
Hän kysyi aina, tahtooko Nanna kuolla?	117374	117412	pakkala1895a	5	38
Hän kysyi, lukisiko hän isämeidän.	97207	97241	pakkala1895a	4	34
Hän kysyy, mitä Muttinen nauraa.	753496	753528	lehtonen1910a	4	32
Hän lähtee matkalle.	106463	106483	lehtonen1910a	2	20
Hän lähtee saunalle.	649922	649942	lehtonen1910a	2	20
Hän lähti puhuttelemaan poliisiherroja.	225174	225213	lassila1910a	3	39
Hän lönkyttää veräjälle.	383611	383635	lehtonen1910a	2	24
Hän matkii laivaa.	642769	642787	lehtonen1910a	2	18
Hän melkein itki.	21913	21930	pakkala1895a	2	17
Hän menee pihalle.	385108	385126	lehtonen1910a	2	18
Hän menee takaisin rotkoon.	383496	383523	lehtonen1910a	3	27
Hän menee tuvan taakse kalliolta katsomaan.	200629	200672	lehtonen1910a	5	43
Hän meni sisään.	4905	4921	pakkala1895a	2	16
Hän muistaa, miten Muttinen äsken kääntelehti.	667984	668030	lehtonen1910a	5	46
Hän muisti nyt aivan selvään.	41839	41868	pakkala1895a	4	29
Hän näkee Hurjan ja Ananiaksen.	523590	523621	lehtonen1910a	4	31
Hän näkee Muttisen käännähtelevän levottomasti penkillä.	665736	665792	lehtonen1910a	5	56
Hän näkee nuo terävät silmät.	274446	274475	lehtonen1910a	4	29
Hän näkee Topin käsissä tyhjän paperipussin.	572824	572868	lehtonen1910a	5	44
Hän näki puutarhassa paljon rouvia.	44223	44258	pakkala1895a	4	35
Hän nauraa melkein äänettömästi, silmät litteinä.	667849	667898	lehtonen1910a	5	49
